"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"1065","Columbus County, NC",37047,1322,152739,865.5,"903.2",0.5667,"2"
"1066","Autauga County, AL",1001,917,127206,720.9,"873.7",0.5667,"2"
"1067","Henry County, IN",18065,1032,134908,765,"741.5",0.5671,"2"
"1068","Darke County, OH",39037,1156,142693,810.1,"712.9",0.5677,"2"
"1069","Warren County, VA",51187,552,98352,561.2,"673.4",0.5706,"2"
"1070","Seneca County, OH",39147,1213,145730,832.4,"768.2",0.5712,"2"
"1071","Ashland County, OH",39005,1093,138255,790.6,"727",0.5718,"2"
"1072","Knox County, IL",17095,1235,146944,840.5,"706.3",0.572,"2"
"1073","McCracken County, KY",21145,1878,181128,1036.8,"963.7",0.5724,"2"
"1074","Finney County, KS",20055,284,70420,403.3,"489.3",0.5727,"2"
"1075","Allegany County, NY",36003,883,124033,711.9,"676.2",0.574,"2"
"1076","Kendall County, TX",48259,609,102895,591.9,"582.2",0.5752,"2"
"1077","McMinn County, TN",47107,1201,144494,831.2,"845.8",0.5752,"2"
"1078","Athens County, OH",39009,854,121652,702,"751.1",0.5771,"2"
"1079","Bennington County, VT",50003,735,112403,653.9,"572.9",0.5817,"2"
"1080","Muskogee County, OK",40101,1768,174262,1014.6,"997.4",0.5822,"2"
"1081","Acadia Parish, LA",22001,1228,145129,846.1,"918.7",0.583,"2"
"1082","Dickson County, TN",47043,925,125494,737.1,"826.5",0.5874,"2"
"1083","Jackson County, IL",17077,855,120523,709.4,"664.6",0.5886,"2"
"1084","Waupaca County, WI",55135,1370,152429,898.8,"750.7",0.5897,"2"
"1085","Cheatham County, TN",47021,576,98822,582.9,"799",0.5898,"2"
"1086","Christian County, KY",21047,1018,131301,775.3,"776.8",0.5905,"2"
"1087","Shelby County, IN",18145,806,116644,691,"735.4",0.5924,"2"
"1088","Kittitas County, WA",53037,512,92956,550.8,"563.4",0.5925,"2"
"1089","Douglas County, WA",53017,533,94786,562.3,"566.8",0.5932,"2"
"1090","Cerro Gordo County, IA",19033,967,127297,759.6,"637",0.5967,"2"
"1091","Oconto County, WI",55083,740,111306,664.8,"732.1",0.5973,"2"
"1092","Transylvania County, NC",37175,717,109528,654.6,"520.8",0.5977,"2"
"1093","Jackson County, AL",1071,1280,146332,874.7,"931.9",0.5978,"2"
"1094","Mower County, MN",27099,623,102053,610.5,"436.7",0.5982,"2"
"1095","Mono County, CA",6051,71,34448,206.1,"354",0.5983,"2"
"1096","Fremont County, WY",56013,644,103743,620.8,"646.5",0.5984,"2"
"1097","Colbert County, AL",1033,1356,150462,901.2,"875.6",0.599,"2"
"1098","Vance County, NC",37181,782,114224,684.6,"704.5",0.5993,"2"
"1099","Champaign County, OH",39021,645,103576,622.7,"672",0.6012,"2"
"1100","Seneca County, NY",36099,552,95815,576.1,"552.5",0.6013,"2"
"1101","Oneida County, WI",55085,865,119940,721.2,"664.9",0.6013,"2"
"1102","Hillsdale County, MI",26059,955,125928,758.4,"773.4",0.6022,"2"
"1103","Pine County, MN",27115,411,82577,497.7,"516.2",0.6027,"2"
"1104","Henderson County, KY",21101,878,120662,727.7,"776.6",0.6031,"2"
"1105","Becker County, MN",27005,519,92671,560,"528.4",0.6043,"2"
"1106","Lincoln Parish, LA",22061,486,89613,542.3,"514.4",0.6052,"2"
"1107","Snyder County, PA",42109,637,102529,621.3,"597.4",0.606,"2"
"1108","Stone County, MO",29209,731,109791,665.8,"692.3",0.6064,"2"
"1109","Logan County, OH",39091,886,120851,733.1,"764",0.6066,"2"
"1110","Orange County, VT",50017,442,85264,518.4,"602.1",0.608,"2"
"1111","Iberville Parish, LA",22047,408,81900,498.2,"577.7",0.6083,"2"
"1112","Schoharie County, NY",36095,518,92137,562.2,"587.7",0.6102,"2"
"1113","Jackson County, FL",12063,1057,131548,803.5,"785.1",0.6108,"2"
"1114","Coffee County, TN",47031,1163,137975,842.9,"853.7",0.6109,"2"
"1115","Jefferson County, IL",17081,651,103222,630.7,"579.7",0.611,"2"
"1116","Rusk County, TX",48401,1096,133854,818.8,"839.9",0.6117,"2"
"1117","Val Verde County, TX",48465,606,99490,609.1,"603.6",0.6122,"2"
"1118","Bingham County, ID",16011,565,96021,588.4,"641",0.6128,"2"
"1119","Hoke County, NC",37093,460,86636,531,"720.2",0.6129,"2"
"1120","Gilmer County, GA",13123,429,83653,512.8,"564.5",0.613,"2"
"1121","Navarro County, TX",48349,843,117226,719.1,"715.1",0.6134,"2"
"1122","Franklin County, IL",17055,741,109784,675,"604",0.6148,"2"
"1123","Fulton County, OH",39051,774,112188,689.9,"683.1",0.6149,"2"
"1124","San Juan County, WA",53055,216,59249,364.6,"355.4",0.6154,"2"
"1125","Baxter County, AR",5005,1245,142137,875.9,"703.9",0.6162,"2"
"1126","Chesterfield County, SC",45025,884,119762,738.1,"825.1",0.6163,"2"
"1127","Washington County, OK",40147,1191,138977,857,"740.9",0.6166,"2"
"1128","Person County, NC",37145,727,108394,670.7,"711",0.6188,"2"
"1129","Waller County, TX",48473,536,93051,576,"732.4",0.619,"2"
"1130","Marinette County, WI",55075,1038,129188,803.5,"712.5",0.622,"2"
"1131","Botetourt County, VA",51023,641,101420,632,"710.3",0.6232,"2"
"1132","Franklin County, ME",23007,501,89772,558.1,"584.3",0.6217,"2"
"1133","Park County, WY",56029,433,83278,519.9,"501.6",0.6243,"2"
"1134","Dubois County, IN",18037,763,110436,690.9,"683.6",0.6256,"2"
"1135","Boyd County, KY",21019,1153,135620,850.2,"841.9",0.6269,"2"
"1136","Williams County, OH",39171,646,101484,636.6,"587",0.6273,"2"
"1137","Nye County, NV",32023,1339,145993,917.2,"927",0.6282,"2"
"1138","Monroe County, IL",17133,501,89775,558.1,"562.5",0.6217,"2"
"1139","Delaware County, OK",40041,989,125385,788.8,"811.8",0.6291,"2"
"1140","Leelanau County, MI",26089,369,76582,481.8,"391.8",0.6291,"2"
"1141","Morrow County, OH",39117,520,90879,572.2,"649.3",0.6296,"2"
"1142","Delta County, MI",26041,810,113382,714.4,"633.3",0.6301,"2"
"1143","Jasper County, IA",19099,647,101304,638.7,"572.4",0.6305,"2"
"1144","Atascosa County, TX",48013,713,106178,671.5,"715.3",0.6324,"2"
"1145","Box Elder County, UT",49003,620,99733,621.7,"667.4",0.6234,"2"
"1146","Fayette County, WV",54019,1079,130400,827.5,"804.7",0.6346,"2"
"1147","Steele County, MN",27147,538,92075,584.3,"512.2",0.6346,"2"
"1148","Buffalo County, NE",31019,621,99928,621.4,"564.2",0.6218,"2"
"1149","Auglaize County, OH",39011,944,121873,774.6,"684.8",0.6356,"2"
"1150","Macoupin County, IL",17117,1109,131855,841.1,"740.2",0.6379,"2"
"1151","Coffee County, AL",1031,978,123746,790.3,"812.4",0.6386,"2"
"1152","Warren County, MO",29219,471,86294,545.8,"617.4",0.6325,"2"
"1153","Washington County, MS",28151,898,118354,758.7,"822",0.641,"2"
"1154","Branch County, MI",26023,859,115733,742.2,"784.8",0.6413,"2"
"1155","Crawford County, OH",39033,937,120835,775.4,"691.8",0.6417,"2"
"1156","Macon County, NC",37113,757,109747,689.8,"601.9",0.6285,"2"
"1157","Sanilac County, MI",26151,976,122615,796,"764.1",0.6492,"2"
"1158","Muscatine County, IA",19139,736,106450,691.4,"686.3",0.6495,"2"
"1159","Woodford County, IL",17203,671,101589,660.5,"579.6",0.6502,"2"
"1160","Los Alamos County, NM",35028,177,52090,339.8,"354.7",0.6523,"2"
"1161","Dale County, AL",1045,912,119315,764.4,"830.5",0.6407,"2"
"1162","Lawrence County, IN",18093,1056,127005,831.5,"824.6",0.6547,"2"
"1163","Chenango County, NY",36017,1347,143436,939.1,"907",0.6547,"2"
"1164","Wakulla County, FL",12129,379,76071,498.2,"698.8",0.6549,"2"
"1165","Johnson County, MO",29101,731,105455,693.2,"732.8",0.6573,"2"
"1166","Clinton County, IA",19045,1188,134322,884.4,"777.2",0.6584,"2"
"1167","Wood County, TX",48499,1215,135732,895.1,"805.4",0.6595,"2"
"1168","Lamar County, TX",48277,1116,129904,859.1,"813.8",0.6613,"2"
"1169","McLeod County, MN",27085,585,94009,622.3,"532.5",0.662,"2"
"1170","Jackson County, IN",18071,762,107232,710.6,"732.1",0.6627,"2"
"1171","Bandera County, TX",48019,334,70991,470.5,"512.5",0.6628,"2"
"1172","Washington County, ME",23029,656,101652,645.3,"620.1",0.6348,"2"
"1173","San Miguel County, NM",35047,424,79914,530.6,"586.7",0.664,"2"
"1174","Yadkin County, NC",37197,729,104765,695.8,"719.8",0.6642,"2"
"1175","Morrison County, MN",27097,537,89735,598.4,"542.2",0.6669,"2"
"1176","Coles County, IL",17029,975,120911,806.4,"709.6",0.6669,"2"
"1177","Jefferson County, PA",42065,1111,128983,861.4,"746.9",0.6678,"2"
"1178","Thomas County, GA",13275,902,116186,776.3,"773.1",0.6682,"2"
"1179","Warren County, PA",42123,1029,126155,815.7,"741.2",0.6466,"2"
"1180","Lincoln County, NM",35027,310,68866,450.1,"454",0.6536,"2"
"1181","Highland County, OH",39071,835,111759,747.1,"750.4",0.6685,"2"
"1182","Le Flore County, OK",40079,1103,128195,860.4,"887.8",0.6712,"2"
"1183","Barren County, KY",21009,830,111128,746.9,"737.2",0.6721,"2"
"1184","DeSoto County, FL",12027,529,88705,596.4,"555.5",0.6723,"2"
"1185","De Kalb County, IN",18033,738,105093,702.2,"736.6",0.6682,"2"
"1186","Douglas County, MN",27041,749,105487,710,"565",0.6731,"2"
"1187","Clinton County, OH",39027,764,106481,717.5,"758.3",0.6738,"2"
"1188","Grant County, NM",35017,547,90029,607.6,"538.7",0.6749,"2"
"1189","Lumpkin County, GA",13187,358,73110,489.7,"618.5",0.6698,"2"
"1190","Vermilion Parish, LA",22113,1310,139045,942.1,"991.8",0.6776,"2"
"1191","Suwannee County, FL",12121,954,118601,804.4,"741.6",0.6782,"2"
"1192","Cherokee County, TX",48073,1060,124939,848.4,"835.2",0.6791,"2"
"1193","Steuben County, IN",18151,574,91918,624.5,"675.4",0.6794,"2"
"1194","Lassen County, CA",6035,402,76785,523.5,"645.2",0.6818,"2"
"1195","Union County, PA",42119,809,109986,735.5,"636.4",0.6687,"2"
"1196","Polk County, TX",48373,1180,131388,898.1,"938.8",0.6835,"2"
"1197","Chambers County, TX",48071,426,78882,540,"743",0.6846,"2"
"1198","Caledonia County, VT",50005,528,87738,601.8,"599",0.6859,"2"
"1199","Orleans County, NY",36073,913,115351,791.5,"829.8",0.6862,"2"
"1200","Crittenden County, AR",5035,843,110743,761.2,"867.4",0.6874,"2"
"1201","Whitley County, IN",18183,535,88142,607,"625.8",0.6887,"2"
"1202","Defiance County, OH",39039,692,101060,684.7,"671.4",0.6775,"2"
"1203","Fluvanna County, VA",51065,336,69824,481.2,"536.9",0.6892,"2"
"1204","Marshall County, IA",19127,789,106996,737.4,"629.6",0.6892,"2"
"1205","Franklin County, TN",47051,888,113309,783.7,"775.4",0.6916,"2"
"1206","Woodford County, KY",21239,322,68118,472.7,"570.6",0.6939,"2"
"1207","Elk County, PA",42047,653,96998,673.2,"584.9",0.694,"2"
"1208","Curry County, NM",35009,661,97578,677.4,"698.2",0.6942,"2"
"1209","Lee County, IL",17103,674,98499,684.3,"658.9",0.6947,"2"
"1210","Putnam County, IN",18133,588,93504,628.9,"673.2",0.6726,"2"
"1211","Coos County, NH",33007,744,103421,719.4,"654.3",0.6956,"2"
"1212","Lake County, MT",30047,458,81109,564.7,"572.9",0.6962,"2"
"1213","Coffee County, GA",13069,604,93099,648.8,"761.3",0.6969,"2"
"1214","Hubbard County, MN",27057,293,65226,449.2,"439.7",0.6887,"2"
"1215","Pickens County, GA",13227,496,84237,588.8,"669.3",0.699,"2"
"1216","Washington Parish, LA",22117,1018,120562,844.4,"891",0.7004,"2"
"1217","Ohio County, WV",54069,1136,127292,892.4,"738.9",0.7011,"2"
"1218","Chippewa County, MI",26033,667,98835,674.9,"702.2",0.6829,"2"
"1219","Coshocton County, OH",39031,699,99795,700.4,"688",0.7018,"2"
"1220","Murray County, GA",13213,565,89676,630,"818.9",0.7025,"2"
"1221","Tillamook County, OR",41057,460,80868,568.8,"560.8",0.7034,"2"
"1222","Wharton County, TX",48481,728,101707,715.8,"681.2",0.7038,"2"
"1223","Tallapoosa County, AL",1123,963,117428,820.1,"833.4",0.6984,"2"
"1224","King George County, VA",51099,217,55481,391.1,"520.5",0.7049,"2"
"1225","Delta County, CO",8029,625,94077,664.3,"591.5",0.7061,"2"
"1226","Lincoln County, NE",31111,628,94249,666.3,"597.5",0.707,"2"
"1227","Dodge County, NE",31053,681,98139,693.9,"515.5",0.7071,"2"
"1228","Baldwin County, GA",13009,792,105822,748.4,"822.6",0.7072,"2"
"1229","Shelby County, KY",21211,776,105645,734.5,"898.5",0.6953,"2"
"1230","Greenbrier County, WV",54025,814,107078,760.2,"717",0.7099,"2"
"1231","Tazewell County, VA",51185,1158,127642,907.2,"909.3",0.7107,"2"
"1232","Laurens County, GA",13175,1008,119619,842.7,"842.5",0.7045,"2"
"1233","Jones County, GA",13169,370,72093,513.2,"593.4",0.7119,"2"
"1234","Clinton County, IL",17027,682,97800,697.3,"668.5",0.713,"2"
"1235","Campbell County, TN",47013,886,112408,788.2,"813.1",0.7012,"2"
"1236","Miami County, KS",20121,511,84570,604.2,"653.2",0.7144,"2"
"1237","Hopkins County, KY",21107,1108,124495,890,"897.6",0.7149,"2"
"1238","Emmet County, MI",26047,657,95642,686.9,"629.7",0.7182,"2"
"1239","Putnam County, OH",39137,556,88409,628.9,"603",0.7114,"2"
"1240","Benton County, MN",27009,537,86390,621.6,"560.8",0.7195,"2"
"1241","Hill County, TX",48217,665,96106,691.9,"640.7",0.7199,"2"
"1242","Preble County, OH",39135,931,113631,819.3,"858.9",0.721,"2"
"1243","Albany County, WY",56001,298,64259,463.7,"511.9",0.7216,"2"
"1244","St. John the Baptist Parish, LA",22095,768,104065,738,"910.1",0.7092,"2"
"1245","Door County, WI",55029,665,95919,693.3,"592.9",0.7228,"2"
"1246","Upshur County, TX",48459,822,106402,772.5,"805.3",0.726,"2"
"1247","Guernsey County, OH",39059,855,108379,788.9,"797.6",0.7279,"3"
"1248","Halifax County, VA",51083,846,107708,785.5,"717.8",0.7293,"3"
"1249","Todd County, MN",27153,357,69711,512.1,"489.9",0.7346,"3"
"1250","Washington County, TX",48477,637,94142,676.6,"566.8",0.7187,"2"
"1251","Mecosta County, MI",26107,793,103873,763.4,"773.3",0.7349,"3"
"1252","Okeechobee County, FL",12093,740,100226,738.3,"723.2",0.7366,"3"
"1253","St. Bernard Parish, LA",22087,496,81993,604.9,"776.8",0.7377,"3"
"1254","Montgomery County, NY",36057,1339,134710,994,"800",0.7379,"3"
"1255","Goochland County, VA",51075,335,67297,497.8,"637.1",0.7397,"3"
"1256","Amherst County, VA",51009,614,91085,674.1,"684",0.7401,"3"
"1257","Clarendon County, SC",45027,670,96938,691.2,"742.1",0.713,"2"
"1258","Des Moines County, IA",19057,917,111267,824.1,"702",0.7407,"3"
"1259","Cherokee County, OK",40021,894,109844,813.9,"865.6",0.741,"3"
"1260","Le Sueur County, MN",27079,391,72614,538.5,"552.3",0.7416,"3"
"1261","Greenup County, KY",21089,782,102561,762.5,"769",0.7435,"3"
"1262","Cass County, IN",18017,725,98731,734.3,"684",0.7437,"3"
"1263","Latah County, ID",16057,394,72761,541.5,"562.6",0.7442,"3"
"1264","Clark County, KY",21049,647,93185,694.3,"737.3",0.7451,"3"
"1265","Carlton County, MN",27017,655,94419,693.7,"668.1",0.7347,"3"
"1266","Lamoille County, VT",50015,307,64093,479,"538.2",0.7474,"3"
"1267","Greene County, PA",42059,809,103828,779.2,"760.3",0.7505,"3"
"1268","Butler County, MO",29023,987,114549,861.6,"835.2",0.7522,"3"
"1269","Pettis County, MO",29159,806,103447,779.1,"727.3",0.7531,"3"
"1270","Charlottesville city, VA",51540,444,76752,578.5,"616.7",0.7537,"3"
"1271","Preston County, WV",54077,650,92843,700.1,"744",0.7541,"3"
"1272","Iron County, UT",49021,511,82263,621.2,"720.4",0.7551,"3"
"1273","Bedford County, TN",47003,852,106138,802.7,"884.6",0.7563,"3"
"1274","Dawson County, GA",13085,281,60829,462,"646.7",0.7595,"3"
"1275","Caldwell County, TX",48055,549,87211,629.5,"671.1",0.7218,"2"
"1276","Nez Perce County, ID",16069,876,107324,816.2,"661.5",0.7605,"3"
"1277","Kay County, OK",40071,1101,120227,915.8,"810.4",0.7617,"3"
"1278","Matagorda County, TX",48321,669,93706,713.9,"743.9",0.7619,"3"
"1279","Floyd County, KY",21071,798,102244,780.5,"872.3",0.7634,"3"
"1280","Platte County, NE",31141,507,81461,622.4,"557.8",0.764,"3"
"1281","Clarion County, PA",42031,816,104583,780.2,"724.9",0.746,"3"
"1282","White County, GA",13311,464,77907,595.6,"655.6",0.7645,"3"
"1283","Bureau County, IL",17011,740,98356,752.4,"632.1",0.765,"3"
"1284","Fulton County, IL",17057,792,101747,778.4,"666.7",0.765,"3"
"1285","Jefferson County, ID",16051,194,50329,385.5,"465.3",0.766,"3"
"1286","Dorchester County, MD",24019,684,94433,724.3,"693.1",0.767,"3"
"1287","Richmond County, NC",37153,1014,117041,866.4,"907.6",0.7403,"3"
"1288","Colleton County, SC",45029,846,104932,806.2,"835.2",0.7683,"3"
"1289","Union County, AR",5139,908,108603,836.1,"815.5",0.7699,"3"
"1290","Colquitt County, GA",13071,806,102306,787.8,"815.3",0.77,"3"
"1291","Freeborn County, MN",27047,648,91732,706.4,"533.3",0.7701,"3"
"1292","Lincoln County, WI",55069,580,86771,668.4,"607.2",0.7703,"3"
"1293","Warren County, MS",28149,1110,119973,925.2,"1014.5",0.7712,"3"
"1294","Charlevoix County, MI",26029,503,80728,623.1,"604.3",0.7719,"3"
"1295","Hendry County, FL",12051,486,79746,609.4,"660.4",0.7642,"3"
"1296","Accomack County, VA",51001,768,99607,771,"745.1",0.774,"3"
"1297","Newberry County, SC",45071,778,100208,776.4,"759",0.7748,"3"
"1298","Bryan County, OK",40013,875,106106,824.6,"801.8",0.7771,"3"
"1299","Lawrence County, TN",47099,920,108799,845.6,"833.1",0.7772,"3"
"1300","Dinwiddie County, VA",51053,449,75936,591.3,"701.9",0.7787,"3"
"1301","Wise County, VA",51195,841,103862,809.7,"857.4",0.7796,"3"
"1302","Mason County, MI",26105,591,87071,678.8,"636",0.7796,"3"
"1303","Montgomery County, NC",37123,416,74001,562.2,"556.4",0.7597,"3"
"1304","Antrim County, MI",26009,464,77105,601.8,"561.8",0.7805,"3"
"1305","Effingham County, IL",17049,624,89336,698.5,"651",0.7819,"3"
"1306","Montgomery County, IN",18107,771,99060,778.3,"752.4",0.7857,"3"
"1307","Montezuma County, CO",8083,424,73456,577.2,"576.9",0.7858,"3"
"1308","Clinton County, PA",42035,790,100252,788,"715.8",0.786,"3"
"1309","Lee County, GA",13177,304,62162,489,"716",0.7867,"3"
"1310","Wexford County, MI",26165,624,89050,700.7,"709.1",0.7869,"3"
"1311","Oktibbeha County, MS",28105,516,81656,631.9,"656.3",0.7739,"3"
"1312","Carroll County, VA",51035,649,90801,714.7,"698.5",0.7871,"3"
"1313","Carter County, OK",40019,1133,119974,944.4,"937.3",0.7872,"3"
"1314","Pasquotank County, NC",37139,750,97587,768.5,"773.9",0.7875,"3"
"1315","Graham County, AZ",4009,442,74891,590.2,"644.8",0.7881,"3"
"1316","Sheridan County, WY",56033,540,82754,652.5,"645.7",0.7885,"3"
"1317","Gibson County, TN",47053,1325,129545,1022.8,"939.1",0.7895,"3"
"1318","Cooke County, TX",48097,814,101452,802.3,"790.5",0.7908,"3"
"1319","Ashe County, NC",37009,563,84372,667.3,"619.2",0.7909,"3"
"1320","Webster County, MO",29225,591,87750,673.5,"759.8",0.7675,"3"
"1321","Morton County, ND",38059,411,72024,570.6,"548.5",0.7922,"3"
"1322","Cibola County, NM",35006,331,64682,511.7,"576.8",0.7911,"3"
"1323","Phelps County, MO",29161,855,103789,823.8,"798.4",0.7937,"3"
"1324","Meade County, KY",21163,336,65050,516.5,"661.7",0.794,"3"
"1325","Lawrence County, MO",29109,781,99166,787.6,"718.7",0.7942,"3"
"1326","Mayes County, OK",40097,909,106834,850.9,"894.5",0.7965,"3"
"1327","Scott County, MO",29201,781,100081,780.4,"776.4",0.7798,"3"
"1328","Miller County, AR",5091,878,105622,831.3,"876.8",0.7871,"3"
"1329","Pulaski County, VA",51155,843,102798,820.1,"848.2",0.7978,"3"
"1330","Vernon Parish, LA",22115,676,91986,734.9,"857.1",0.7989,"3"
"1331","Posey County, IN",18129,404,71106,568.2,"631.8",0.7991,"3"
"1332","Graves County, KY",21083,763,97705,780.9,"735.6",0.7992,"3"
"1333","Fannin County, GA",13111,497,78847,630.3,"631.5",0.7994,"3"
"1334","Perry County, OH",39127,659,90892,725,"845.2",0.7976,"3"
"1335","Webster Parish, LA",22119,958,109298,876.5,"845.3",0.8019,"3"
"1336","Greene County, AR",5055,859,103413,830.6,"894.1",0.8032,"3"
"1337","Carroll County, AR",5015,528,80994,651.9,"652.3",0.8049,"3"
"1338","Barry County, MO",29009,818,100662,812.6,"809.3",0.8073,"3"
"1339","Mc Kean County, PA",42083,1139,118670,959.8,"857.7",0.8088,"3"
"1340","Hocking County, OH",39073,500,79124,631.9,"696.3",0.7986,"3"
"1341","Chilton County, AL",1021,925,106930,865.1,"949.4",0.809,"3"
"1342","Trempealeau County, WI",55121,496,78284,633.6,"573.7",0.8094,"3"
"1343","Cheboygan County, MI",26031,575,84278,682.3,"636.4",0.8096,"3"
"1344","Edgefield County, SC",45037,399,70688,564.5,"670.2",0.7986,"3"
"1345","Clark County, WI",55019,600,86063,697.2,"577",0.8101,"3"
"1346","McClain County, OK",40087,620,87482,708.7,"864.5",0.8101,"3"
"1347","Logan County, WV",54045,828,101174,818.4,"892.7",0.8089,"3"
"1348","Bryan County, GA",13029,356,66210,537.7,"707.3",0.8121,"3"
"1349","Chaffee County, CO",8015,274,58007,472.4,"469.9",0.8144,"3"
"1350","Bladen County, NC",37017,753,96966,776.6,"834.9",0.8009,"3"
"1351","Huntington County, IN",18069,747,95693,780.6,"742.6",0.8157,"3"
"1352","Pittsburg County, OK",40121,1219,122234,997.3,"946.2",0.8159,"3"
"1353","Hickman County, TN",47081,329,63476,518.3,"587",0.8165,"3"
